frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,1504,208,1
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,1486,209,1
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,1433,78,1
16,-1,-1,0
17,876,901,1
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,886,878,1
22,1587,500,1
23,1449,209,1
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,1337,214,1
32,1369,248,1
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,961,420,1
44,961,420,1
45,975,417,1
46,975,417,1
47,986,421,1
48,986,421,1
49,-1,-1,0
50,-1,-1,0
51,1272,243,1
52,895,10,1
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,1234,843,1
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,1691,890,1
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,1135,711,1
70,1135,711,1
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,1021,468,1
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,1260,622,1
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,1247,599,1
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,1724,732,1
116,-1,-1,0
117,1039,24,1
118,1039,24,1
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,1198,516,1
123,1169,536,1
124,1203,320,1
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,1004,29,1
131,-1,-1,0
132,-1,-1,0
133,996,28,1
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,1337,830,1
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,1636,555,1
151,1636,555,1
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,1638,554,1
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,1107,652,1
169,-1,-1,0
170,880,194,1
171,-1,-1,0
172,1239,619,1
173,1589,500,1
174,-1,-1,0
175,-1,-1,0
176,1589,500,1
177,-1,-1,0
