frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,892,777,1
16,-1,-1,0
17,846,822,1
18,846,822,1
19,-1,-1,0
20,792,721,1
21,-1,-1,0
22,-1,-1,0
23,1754,113,1
24,-1,-1,0
25,1754,113,1
26,1754,113,1
27,-1,-1,0
28,1155,374,1
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,941,216,1
36,941,216,1
37,942,214,1
38,942,214,1
39,869,14,1
40,869,14,1
41,1696,1050,1
42,1211,415,1
43,869,15,1
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,933,422,1
50,933,422,1
51,954,417,1
52,954,417,1
53,955,417,1
54,955,417,1
55,1742,516,1
56,1742,516,1
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,1318,1084,1
81,-1,-1,0
82,-1,-1,0
83,789,982,1
84,1182,564,1
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,1193,675,1
96,1195,706,1
97,1197,707,1
98,1198,696,1
99,1199,691,1
100,1199,691,1
101,1200,688,1
102,1201,690,1
103,1202,695,1
104,1203,706,1
105,1205,720,1
106,1205,720,1
107,-1,-1,0
108,1737,272,1
109,1211,749,1
110,1737,272,1
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,1217,779,1
116,1335,153,1
117,1220,779,1
118,1221,785,1
119,1221,785,1
120,1335,153,1
121,1335,153,1
122,1226,794,1
123,1335,153,1
124,-1,-1,0
125,-1,-1,0
126,1227,807,1
127,-1,-1,0
128,1224,818,1
129,1224,818,1
130,-1,-1,0
131,-1,-1,0
132,1224,818,1
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,1647,1038,1
137,-1,-1,0
138,1195,841,1
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,1366,529,1
156,1366,529,1
157,1369,527,1
158,1369,527,1
159,1370,526,1
160,1370,526,1
161,1221,387,1
162,1221,387,1
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,1700,1038,1
169,-1,-1,0
170,1700,1038,1
171,1700,1038,1
172,1700,1038,1
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
