frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,1224,348,1
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,1224,352,1
29,-1,-1,0
30,-1,-1,0
31,1224,351,1
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,1111,813,1
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,1287,343,1
41,-1,-1,0
42,-1,-1,0
43,1298,804,1
44,1298,804,1
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,1158,749,1
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,1172,465,1
63,1175,458,1
64,1177,454,1
65,-1,-1,0
66,1182,453,1
67,1184,455,1
68,-1,-1,0
69,1188,461,1
70,1188,461,1
71,1190,470,1
72,1191,473,1
73,1192,486,1
74,1193,496,1
75,1195,505,1
76,-1,-1,0
77,-1,-1,0
78,1199,547,1
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,1300,437,1
89,1300,437,1
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,1258,437,1
112,1258,437,1
113,1254,452,1
114,1253,459,1
115,1253,459,1
116,-1,-1,0
117,-1,-1,0
118,1244,511,1
119,1239,535,1
120,1235,565,1
121,-1,-1,0
122,1238,558,1
123,1240,551,1
124,1240,551,1
125,1241,549,1
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,1250,549,1
131,-1,-1,0
132,1255,559,1
133,1255,570,1
134,1256,576,1
135,1588,599,1
136,1260,579,1
137,1260,579,1
138,1260,579,1
139,1262,579,1
140,1264,581,1
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,1234,709,1
147,1287,789,1
148,-1,-1,0
149,1286,789,1
150,1274,602,1
151,1274,602,1
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,1286,613,1
162,1287,615,1
163,1286,618,1
164,-1,-1,0
165,1656,739,1
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,1305,802,1
170,-1,-1,0
171,1684,520,1
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,1301,628,1
180,1301,628,1
181,1164,983,1
182,1164,983,1
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,1288,839,1
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,927,7,1
203,980,8,1
204,-1,-1,0
205,-1,-1,0
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,-1,-1,0
241,1239,1318,1
242,1239,1318,1
243,1239,1318,1
244,1239,1318,1
245,1239,1318,1
246,1239,1318,1
247,1239,1318,1
248,1239,1319,1
249,1239,1318,1
250,1239,1319,1
251,1239,1319,1
252,1239,1319,1
253,1239,1319,1
254,-1,-1,0
255,-1,-1,0
256,-1,-1,0
257,1282,216,1
258,-1,-1,0
259,-1,-1,0
260,-1,-1,0
261,-1,-1,0
262,-1,-1,0
263,-1,-1,0
264,-1,-1,0
265,-1,-1,0
266,-1,-1,0
267,-1,-1,0
268,-1,-1,0
269,-1,-1,0
270,-1,-1,0
271,-1,-1,0
272,-1,-1,0
273,-1,-1,0
