frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,838,1273,1
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,955,1044,1
43,955,1044,1
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,1387,21,1
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,1541,689,1
71,1541,689,1
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,839,1014,1
119,-1,-1,0
120,955,482,1
121,955,482,1
122,965,493,1
123,965,493,1
124,978,508,1
125,978,508,1
126,978,508,1
127,991,523,1
128,1004,543,1
129,1003,543,1
130,1003,543,1
131,1018,567,1
132,1018,567,1
133,1032,592,1
134,1032,592,1
135,1032,592,1
136,1046,619,1
137,1046,619,1
138,1062,650,1
139,1062,650,1
140,1062,650,1
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,1156,604,1
151,1174,570,1
152,1174,570,1
153,1174,570,1
154,1193,543,1
155,1193,543,1
156,1211,519,1
157,1211,519,1
158,1211,519,1
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,1635,150,1
166,1635,149,1
167,1635,149,1
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,1526,158,1
173,1526,158,1
174,1577,518,1
175,1577,518,1
176,1468,522,1
177,1468,522,1
178,-1,-1,0
179,-1,-1,0
180,1570,639,1
181,1475,588,1
182,1571,640,1
183,-1,-1,0
184,884,480,1
185,884,480,1
186,-1,-1,0
187,-1,-1,0
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,1162,471,1
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,1593,980,1
201,-1,-1,0
202,-1,-1,0
203,-1,-1,0
204,-1,-1,0
205,-1,-1,0
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,1601,684,1
219,1605,701,1
220,1605,701,1
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,1499,718,1
240,-1,-1,0
241,-1,-1,0
242,-1,-1,0
243,-1,-1,0
244,-1,-1,0
245,-1,-1,0
246,-1,-1,0
247,-1,-1,0
248,-1,-1,0
249,-1,-1,0
250,-1,-1,0
251,1588,733,1
252,-1,-1,0
253,-1,-1,0
254,-1,-1,0
255,-1,-1,0
256,-1,-1,0
257,1639,150,1
258,1567,1134,1
259,1567,1134,1
260,1606,909,1
261,1480,521,1
