frame,x,y,visible
0,-1,-1,0
1,1098,582,1
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,1130,1052,1
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,975,1032,1
29,856,1033,1
30,856,1033,1
31,856,1033,1
32,1682,1084,1
33,-1,-1,0
34,-1,-1,0
35,1680,1083,1
36,1681,1082,1
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,775,1114,1
42,775,1114,1
43,1047,8,1
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,1308,729,1
72,1308,729,1
73,992,555,1
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,1560,999,1
81,1560,999,1
82,1560,999,1
83,1560,999,1
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,1170,439,1
91,1171,439,1
92,1170,442,1
93,1170,442,1
94,1173,442,1
95,1174,440,1
96,1176,439,1
97,1175,441,1
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,1335,659,1
105,1335,659,1
106,-1,-1,0
107,1478,649,1
108,999,531,1
109,1211,916,1
110,-1,-1,0
111,1592,515,1
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,1307,820,1
116,-1,-1,0
117,-1,-1,0
118,1000,528,1
119,1234,821,1
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,1301,814,1
124,-1,-1,0
125,1301,816,1
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,985,542,1
131,985,542,1
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,1212,533,1
137,1605,775,1
138,1594,553,1
139,994,487,1
140,994,487,1
141,1221,568,1
142,1221,568,1
143,803,766,1
144,803,766,1
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,917,544,1
150,917,544,1
151,-1,-1,0
152,-1,-1,0
153,1120,382,1
154,1120,382,1
155,1335,918,1
156,1335,918,1
157,-1,-1,0
158,-1,-1,0
159,1210,767,1
160,-1,-1,0
161,-1,-1,0
162,1710,900,1
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,1205,562,1
175,1205,562,1
176,-1,-1,0
177,-1,-1,0
