frame,x,y,visible
0,-1,-1,0
1,1291,589,1
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,1649,838,1
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,1152,871,1
19,-1,-1,0
20,1218,383,1
21,1598,839,1
22,-1,-1,0
23,-1,-1,0
24,1162,697,1
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,1213,392,1
29,1214,390,1
30,-1,-1,0
31,-1,-1,0
32,1304,685,1
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,1139,750,1
47,1139,750,1
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,1175,413,1
60,1185,406,1
61,1189,404,1
62,-1,-1,0
63,1204,397,1
64,1208,401,1
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,1215,395,1
70,-1,-1,0
71,-1,-1,0
72,1097,665,1
73,1270,466,1
74,1273,476,1
75,1278,483,1
76,-1,-1,0
77,1292,524,1
78,1296,537,1
79,1598,653,1
80,1598,652,1
81,1425,481,1
82,1526,480,1
83,1577,480,1
84,1272,395,1
85,1783,484,1
86,-1,-1,0
87,1591,646,1
88,-1,-1,0
89,-1,-1,0
90,1357,393,1
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,1570,590,1
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,1317,630,1
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,1568,539,1
115,-1,-1,0
116,-1,-1,0
117,1523,628,1
118,1599,587,1
119,1599,587,1
120,1168,922,1
121,1168,922,1
122,1168,922,1
123,1168,922,1
124,-1,-1,0
125,1306,525,1
126,1164,921,1
127,1163,921,1
128,1162,921,1
129,1161,921,1
130,1313,766,1
131,1160,922,1
132,1160,922,1
133,1159,919,1
134,1159,919,1
135,1159,920,1
136,1159,920,1
137,1158,921,1
138,1157,921,1
139,-1,-1,0
140,1341,9,1
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,1549,598,1
148,1548,598,1
149,-1,-1,0
150,-1,-1,0
151,1215,920,1
152,1215,920,1
153,-1,-1,0
154,-1,-1,0
155,1213,920,1
156,1212,920,1
157,-1,-1,0
158,1147,920,1
159,1147,920,1
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,1206,920,1
165,1206,920,1
166,-1,-1,0
167,-1,-1,0
168,1327,252,1
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,1241,683,1
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,1255,662,1
183,-1,-1,0
184,1254,662,1
185,1255,663,1
186,1255,663,1
187,-1,-1,0
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,1282,413,1
192,1282,413,1
193,1282,414,1
194,1282,414,1
195,-1,-1,0
196,1231,410,1
197,1038,524,1
198,1038,524,1
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,1323,780,1
203,-1,-1,0
204,-1,-1,0
205,1268,325,1
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,-1,-1,0
210,-1,-1,0
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,-1,-1,0
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,1058,671,1
233,-1,-1,0
234,-1,-1,0
235,1057,672,1
236,-1,-1,0
