frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,1134,700,1
8,-1,-1,0
9,-1,-1,0
10,1184,724,1
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,1177,966,1
16,-1,-1,0
17,-1,-1,0
18,1179,708,1
19,-1,-1,0
20,1679,899,1
21,1679,899,1
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,1229,464,1
34,-1,-1,0
35,1387,385,1
36,1387,385,1
37,1574,902,1
38,1385,386,1
39,1565,902,1
40,-1,-1,0
41,1272,407,1
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,1658,887,1
47,-1,-1,0
48,-1,-1,0
49,1313,477,1
50,1319,495,1
51,1320,505,1
52,-1,-1,0
53,-1,-1,0
54,1336,567,1
55,-1,-1,0
56,1681,671,1
57,-1,-1,0
58,-1,-1,0
59,1293,331,1
60,1292,330,1
61,-1,-1,0
62,-1,-1,0
63,1198,603,1
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,1622,855,1
72,1490,901,1
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,1286,562,1
82,1584,575,1
83,1603,822,1
84,1633,653,1
85,-1,-1,0
86,1265,550,1
87,1604,851,1
88,1604,851,1
89,1257,559,1
90,1600,819,1
91,1600,819,1
92,1254,567,1
93,1249,576,1
94,1249,576,1
95,1615,788,1
96,-1,-1,0
97,1240,573,1
98,1240,573,1
99,1237,573,1
100,1237,573,1
101,1231,575,1
102,1231,575,1
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,1221,584,1
108,1524,844,1
109,1213,584,1
110,1213,584,1
111,1554,807,1
112,1601,852,1
113,1524,843,1
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,1562,822,1
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,-1,-1,0
131,-1,-1,0
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,1149,606,1
139,1148,609,1
140,1148,609,1
141,-1,-1,0
142,-1,-1,0
143,1136,613,1
144,1136,613,1
145,1133,612,1
146,1133,612,1
147,-1,-1,0
148,-1,-1,0
149,1582,825,1
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,1650,621,1
158,1650,621,1
159,-1,-1,0
160,-1,-1,0
161,1078,629,1
162,1078,629,1
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,1186,265,1
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,1574,613,1
182,1638,613,1
183,1638,613,1
184,1687,629,1
185,1687,629,1
186,1687,629,1
187,1688,629,1
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,1684,696,1
195,1684,696,1
196,-1,-1,0
197,1223,475,1
198,1669,671,1
199,1684,695,1
200,1684,695,1
201,1665,617,1
202,1665,617,1
203,-1,-1,0
204,-1,-1,0
205,1667,620,1
206,1667,620,1
207,1680,694,1
208,1680,694,1
