frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,1242,291,1
3,-1,-1,0
4,-1,-1,0
5,885,1250,1
6,-1,-1,0
7,-1,-1,0
8,1326,555,1
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,1370,519,1
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,1353,328,1
30,1353,328,1
31,-1,-1,0
32,-1,-1,0
33,1382,927,1
34,1356,326,1
35,1359,326,1
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,1113,78,1
42,1113,78,1
43,1719,882,1
44,1719,883,1
45,1719,883,1
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,1206,12,1
70,1206,13,1
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,1318,837,1
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,901,8,1
92,901,9,1
93,1326,552,1
94,1326,552,1
95,1325,552,1
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,1318,540,1
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,1352,345,1
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,1690,871,1
119,1690,871,1
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,-1,-1,0
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,-1,-1,0
131,-1,-1,0
132,858,1252,1
133,858,1252,1
134,858,1252,1
135,858,1252,1
136,858,1252,1
137,858,1252,1
138,858,1252,1
139,858,1252,1
140,858,1252,1
141,858,1252,1
142,858,1252,1
143,858,1252,1
144,858,1252,1
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,1753,622,1
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,1115,962,1
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,1739,620,1
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,1171,481,1
184,-1,-1,0
185,-1,-1,0
186,1182,449,1
187,1183,444,1
188,-1,-1,0
189,1192,435,1
190,1189,764,1
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,1246,485,1
199,-1,-1,0
200,-1,-1,0
